product_id,product_name,category,price,discount_percent,rating,reviews_count,orders_count,seller_rating,stock_quantity,date_added,final_price,discount_amount,estimated_revenue,review_per_order_ratio,popularity_segment
WB-100493,Yumshoq ayiqcha Plush,Bolalar tovarlari,165000,53,4.1,64,1218,4.9,50,2026-03-22,77600,87400,94516800,0.0525,O'rtacha sotilgan
WB-100494,Jinsi shim Slim Fit,Kiyim va poyabzal,330000,53,4.5,49,1226,4.5,0,2026-03-19,155100,174900,190152600,0.04,O'rtacha sotilgan
WB-100495,Charm kamar,Kiyim va poyabzal,692000,35,4.3,24,761,4.6,500,2026-01-23,449800,242200,342297800,0.0315,Kam sotilgan
WB-100496,Soch maskasi Keratin,Go'zallik va parvarish,120000,37,4.3,42,927,4.5,250,2026-01-16,75600,44400,70081200,0.0453,O'rtacha sotilgan
WB-100497,Termos 1L zanglamas,Uy-ro'zg'or buyumlari,50000,36,4.1,423,3251,4.8,50,2026-01-01,32000,18000,104032000,0.1301,Top sotilgan (Bestseller)
WB-100498,Oshxona pichoqlar to'plami,Uy-ro'zg'or buyumlari,299000,34,4.4,36,867,4.8,250,2025-10-30,197300,101700,171059100,0.0415,Kam sotilgan
WB-100499,Bluetooth karnay Mini,Elektronika,164000,29,5.0,9,613,4.3,100,2025-11-15,116400,47600,71353200,0.0147,Kam sotilgan
WB-100500,Rivojlantiruvchi taxta Busyboard,Bolalar tovarlari,196000,30,4.2,91,1047,4.7,25,2026-02-28,137200,58800,143648400,0.0869,O'rtacha sotilgan
WB-100501,Gantellar to'plami 2x5kg,Sport va dam olish,102000,40,4.7,25,877,4.3,100,2026-05-21,61200,40800,53672400,0.0285,Kam sotilgan
WB-100502,Plastilin to'plami,Bolalar tovarlari,301000,59,4.8,308,2685,4.8,500,2026-04-05,123400,177600,331329000,0.1147,Top sotilgan (Bestseller)
WB-100503,Havo tozalagich diffuzor,Uy-ro'zg'or buyumlari,154000,26,5.0,15,612,4.2,25,2025-10-25,114000,40000,69768000,0.0245,Kam sotilgan
WB-100504,Smart soat Pro,Elektronika,214000,38,3.9,5,688,4.3,0,2026-04-19,132700,81300,91297600,0.0073,Kam sotilgan
WB-100505,Erkaklar futbolkasi Basic,Kiyim va poyabzal,732000,41,3.7,27,901,4.8,0,2025-11-04,431900,300100,389141900,0.03,Kam sotilgan
WB-100506,Sakrash arqoni Metall simli,Sport va dam olish,255000,51,4.0,113,1507,4.8,500,2025-08-29,125000,130000,188375000,0.075,Top sotilgan (Bestseller)
WB-100507,Gantellar to'plami 2x5kg,Sport va dam olish,590000,5,4.3,12,304,4.6,25,2026-08-14,560500,29500,170392000,0.0395,Kam sotilgan
WB-100508,Gantellar to'plami 2x5kg,Sport va dam olish,549000,50,4.5,86,1289,4.4,50,2025-10-17,274500,274500,353830500,0.0667,O'rtacha sotilgan
WB-100509,USB Type-C kabel Tezkor,Elektronika,1038000,47,4.6,14,850,4.5,500,2026-04-06,550100,487900,467585000,0.0165,Kam sotilgan
WB-100510,Termo ichki kiyim,Sport va dam olish,155000,61,4.8,77,1510,5.0,50,2026-08-01,60400,94600,91204000,0.051,Top sotilgan (Bestseller)
WB-100511,Oshxona pichoqlar to'plami,Uy-ro'zg'or buyumlari,116000,16,4.8,455,3554,4.5,25,2025-12-01,97400,18600,346159600,0.128,Top sotilgan (Bestseller)
WB-100512,Yoga mat 6mm,Sport va dam olish,182000,19,4.7,173,1639,4.4,500,2026-07-17,147400,34600,241588600,0.1056,Top sotilgan (Bestseller)
WB-100513,Bokal to'plami (6 dona),Uy-ro'zg'or buyumlari,741000,26,4.5,72,819,4.6,10,2025-09-06,548300,192700,449057700,0.0879,Kam sotilgan
WB-100514,Erkaklar futbolkasi Basic,Kiyim va poyabzal,925000,18,4.9,19,588,4.7,500,2026-05-15,758500,166500,445998000,0.0323,Kam sotilgan
WB-100515,Charm kamar,Kiyim va poyabzal,496000,33,4.8,235,2043,4.6,50,2025-10-21,332300,163700,678888900,0.115,Top sotilgan (Bestseller)
WB-100516,Simsiz sichqoncha,Elektronika,142000,44,5.0,181,2142,4.8,25,2026-03-09,79500,62500,170289000,0.0845,Top sotilgan (Bestseller)
WB-100517,Choyshablar to'plami Satina,Uy-ro'zg'or buyumlari,523000,19,4.3,231,1767,4.8,50,2026-07-03,423600,99400,748501200,0.1307,Top sotilgan (Bestseller)
WB-100518,Simsiz quloqchin TWS,Elektronika,128000,62,4.7,51,1372,4.7,25,2026-03-04,48600,79400,66679200,0.0372,O'rtacha sotilgan
WB-100519,Bluetooth karnay Mini,Elektronika,177000,35,4.8,44,817,4.1,0,2026-02-10,115000,62000,93955000,0.0539,Kam sotilgan
WB-100520,Uy shippagi Soft,Kiyim va poyabzal,566000,44,4.3,142,1642,4.6,50,2026-02-03,317000,249000,520514000,0.0865,Top sotilgan (Bestseller)
WB-100521,Jinsi shim Slim Fit,Kiyim va poyabzal,359000,9,4.5,49,631,4.8,50,2026-07-13,326700,32300,206147700,0.0777,Kam sotilgan
WB-100522,Pampers to'plami XL,Bolalar tovarlari,164000,33,4.8,102,1328,4.2,250,2026-06-14,109900,54100,145947200,0.0768,O'rtacha sotilgan
WB-100523,Sviter Casual,Kiyim va poyabzal,483000,41,5.0,126,1361,4.3,100,2026-01-29,285000,198000,387885000,0.0926,O'rtacha sotilgan
WB-100524,Soch maskasi Keratin,Go'zallik va parvarish,310000,5,4.3,118,978,4.9,250,2026-04-18,294500,15500,288021000,0.1207,O'rtacha sotilgan
WB-100525,Plastilin to'plami,Bolalar tovarlari,564000,34,4.4,26,781,5.0,500,2026-01-22,372200,191800,290688200,0.0333,Kam sotilgan
WB-100526,Yumshoq ayiqcha Plush,Bolalar tovarlari,397000,41,4.3,40,877,4.4,10,2025-10-19,234200,162800,205393400,0.0456,Kam sotilgan
WB-100527,Organayzer javon,Uy-ro'zg'or buyumlari,364000,20,4.4,124,926,4.7,25,2026-01-11,291200,72800,269651200,0.1339,Kam sotilgan
WB-100528,Bolalar futbolkasi Paxta,Bolalar tovarlari,479000,65,4.8,45,1285,4.8,25,2026-07-31,167600,311400,215366000,0.035,O'rtacha sotilgan
WB-100529,Gantellar to'plami 2x5kg,Sport va dam olish,184000,19,4.3,15,517,4.4,100,2025-12-28,149000,35000,77033000,0.029,Kam sotilgan
WB-100530,Tana skrabı Kofe,Go'zallik va parvarish,165000,22,4.3,165,1228,4.7,10,2025-12-09,128700,36300,158043600,0.1344,O'rtacha sotilgan
WB-100531,Ring Light lampa,Elektronika,176000,12,4.4,14,438,4.6,25,2025-11-04,154900,21100,67846200,0.032,Kam sotilgan
WB-100532,Konstruktor Lego mos keluvchi,Bolalar tovarlari,403000,38,4.4,161,1866,4.8,250,2025-12-22,249900,153100,466313400,0.0863,Top sotilgan (Bestseller)
WB-100533,Tana skrabı Kofe,Go'zallik va parvarish,409000,27,4.1,32,764,4.6,25,2026-01-23,298600,110400,228130400,0.0419,Kam sotilgan
WB-100534,Jinsi shim Slim Fit,Kiyim va poyabzal,825000,43,4.8,45,1058,4.3,25,2025-10-02,470300,354700,497577400,0.0425,O'rtacha sotilgan
WB-100535,Qo'l kremi Mini,Go'zallik va parvarish,419000,27,4.8,300,1759,4.8,0,2026-02-18,305900,113100,538078100,0.1706,Top sotilgan (Bestseller)
WB-100536,Tana skrabı Kofe,Go'zallik va parvarish,218000,39,4.5,123,1480,4.5,50,2025-12-02,133000,85000,196840000,0.0831,Top sotilgan (Bestseller)
WB-100537,Krossovka Sport Run,Kiyim va poyabzal,282000,29,3.9,125,1047,4.5,25,2026-04-10,200200,81800,209609400,0.1194,O'rtacha sotilgan
WB-100538,Ring Light lampa,Elektronika,1502000,38,4.3,64,988,4.2,100,2025-12-14,931200,570800,920025600,0.0648,O'rtacha sotilgan
WB-100539,Tish tozalovchi kukun,Go'zallik va parvarish,291000,68,4.0,26,1208,4.8,50,2026-06-25,93100,197900,112464800,0.0215,O'rtacha sotilgan
WB-100540,Ring Light lampa,Elektronika,282000,31,4.1,303,2260,4.5,250,2025-12-04,194600,87400,439796000,0.1341,Top sotilgan (Bestseller)
WB-100541,Organayzer javon,Uy-ro'zg'or buyumlari,567000,23,4.8,27,653,4.2,10,2026-03-24,436600,130400,285099800,0.0413,Kam sotilgan
WB-100542,Qishki kurtka Oversize,Kiyim va poyabzal,270000,24,4.6,104,1208,4.7,500,2026-02-03,205200,64800,247881600,0.0861,O'rtacha sotilgan
WB-100543,Uy shippagi Soft,Kiyim va poyabzal,691000,33,4.2,12,651,4.8,25,2026-06-28,463000,228000,301413000,0.0184,Kam sotilgan
WB-100544,Yuz kremi Namlantiruvchi,Go'zallik va parvarish,27000,20,4.5,455,3465,5.0,0,2026-06-15,21600,5400,74844000,0.1313,Top sotilgan (Bestseller)
WB-100545,Tana skrabı Kofe,Go'zallik va parvarish,398000,43,4.7,90,1130,4.7,10,2026-05-04,226900,171100,256397000,0.0796,O'rtacha sotilgan
WB-100546,Bokal to'plami (6 dona),Uy-ro'zg'or buyumlari,234000,49,4.2,172,1595,5.0,25,2026-04-30,119300,114700,190283500,0.1078,Top sotilgan (Bestseller)
WB-100547,Bolalar futbolkasi Paxta,Bolalar tovarlari,75000,41,4.7,4,742,4.3,50,2025-09-11,44300,30700,32870600,0.0054,Kam sotilgan
WB-100548,Soch maskasi Keratin,Go'zallik va parvarish,235000,52,3.9,15,897,4.5,10,2026-05-09,112800,122200,101181600,0.0167,Kam sotilgan
WB-100549,Termos 1L zanglamas,Uy-ro'zg'or buyumlari,450000,53,4.4,101,1435,4.8,250,2025-10-09,211500,238500,303502500,0.0704,Top sotilgan (Bestseller)
WB-100550,Oshxona pichoqlar to'plami,Uy-ro'zg'or buyumlari,314000,5,4.0,217,1212,4.8,250,2026-04-24,298300,15700,361539600,0.179,O'rtacha sotilgan
WB-100551,Yuz kremi Namlantiruvchi,Go'zallik va parvarish,165000,55,4.6,72,1496,4.6,500,2026-06-09,74200,90800,111003200,0.0481,Top sotilgan (Bestseller)
WB-100552,Rivojlantiruvchi taxta Busyboard,Bolalar tovarlari,224000,40,4.5,364,2598,4.7,500,2026-03-14,134400,89600,349171200,0.1401,Top sotilgan (Bestseller)
WB-100553,Uy shippagi Soft,Kiyim va poyabzal,314000,35,4.0,15,682,4.8,25,2026-08-07,204100,109900,139196200,0.022,Kam sotilgan
WB-100554,Klassik kostyum-shim,Kiyim va poyabzal,516000,5,4.5,77,724,4.8,500,2026-02-26,490200,25800,354904800,0.1064,Kam sotilgan
WB-100555,Simsiz quloqchin TWS,Elektronika,963000,57,4.4,125,1771,4.5,250,2026-05-17,414100,548900,733371100,0.0706,Top sotilgan (Bestseller)
WB-100556,Charm kamar,Kiyim va poyabzal,327000,57,4.4,42,1080,4.7,100,2025-09-30,140600,186400,151848000,0.0389,O'rtacha sotilgan
WB-100557,Qo'l kremi Mini,Go'zallik va parvarish,65000,24,4.1,35,685,4.7,0,2026-07-26,49400,15600,33839000,0.0511,Kam sotilgan
WB-100558,Konstruktor Lego mos keluvchi,Bolalar tovarlari,91000,44,4.3,106,1324,4.3,25,2026-02-12,51000,40000,67524000,0.0801,O'rtacha sotilgan
WB-100559,Krossovka Sport Run,Kiyim va poyabzal,130000,46,4.5,134,1532,4.6,0,2025-11-17,70200,59800,107546400,0.0875,Top sotilgan (Bestseller)
WB-100560,Ring Light lampa,Elektronika,1329000,26,5.0,115,1351,4.5,500,2026-01-23,983500,345500,1328708500,0.0851,O'rtacha sotilgan
WB-100561,Erkaklar futbolkasi Basic,Kiyim va poyabzal,679000,36,4.6,78,991,5.0,500,2026-05-24,434600,244400,430688600,0.0787,O'rtacha sotilgan
WB-100562,Soch maskasi Keratin,Go'zallik va parvarish,204000,59,5.0,161,1840,4.6,50,2026-06-17,83600,120400,153824000,0.0875,Top sotilgan (Bestseller)
WB-100563,Plastilin to'plami,Bolalar tovarlari,73000,56,4.5,149,2099,4.3,100,2026-06-01,32100,40900,67377900,0.071,Top sotilgan (Bestseller)
WB-100564,Avtomobil ushlagichi,Elektronika,1097000,17,4.2,203,1572,4.3,50,2026-06-13,910500,186500,1431306000,0.1291,Top sotilgan (Bestseller)
WB-100565,Plastilin to'plami,Bolalar tovarlari,538000,50,4.8,124,1515,4.7,250,2025-11-28,269000,269000,407535000,0.0818,Top sotilgan (Bestseller)
WB-100566,Tish tozalovchi kukun,Go'zallik va parvarish,411000,24,4.9,221,1972,4.8,250,2026-03-09,312400,98600,616052800,0.1121,Top sotilgan (Bestseller)
WB-100567,Havo tozalagich diffuzor,Uy-ro'zg'or buyumlari,603000,43,3.9,116,1275,4.2,10,2025-11-18,343700,259300,438217500,0.091,O'rtacha sotilgan
WB-100568,Uy shippagi Soft,Kiyim va poyabzal,899000,24,4.5,97,1283,4.8,250,2025-11-11,683200,215800,876545600,0.0756,O'rtacha sotilgan
WB-100569,Shampun Sulfatsiz,Go'zallik va parvarish,169000,43,4.7,99,1352,4.6,500,2025-09-14,96300,72700,130197600,0.0732,O'rtacha sotilgan
WB-100570,Pampers to'plami XL,Bolalar tovarlari,380000,38,4.6,350,3206,4.5,0,2026-06-30,235600,144400,755333600,0.1092,Top sotilgan (Bestseller)
WB-100571,Sviter Casual,Kiyim va poyabzal,97000,51,4.8,245,2725,4.8,50,2026-05-08,47500,49500,129437500,0.0899,Top sotilgan (Bestseller)
WB-100572,Klassik kostyum-shim,Kiyim va poyabzal,358000,53,5.0,69,1258,4.4,500,2026-04-21,168300,189700,211721400,0.0548,O'rtacha sotilgan
WB-100573,Klassik kostyum-shim,Kiyim va poyabzal,697000,16,4.8,33,626,4.5,10,2026-03-29,585500,111500,366523000,0.0527,Kam sotilgan
WB-100574,Quyoshdan himoya kremi SPF50,Go'zallik va parvarish,363000,32,4.6,18,698,4.0,0,2026-02-11,246800,116200,172266400,0.0258,Kam sotilgan
WB-100575,Erkaklar futbolkasi Basic,Kiyim va poyabzal,410000,68,4.7,19,1225,4.5,500,2026-07-26,131200,278800,160720000,0.0155,O'rtacha sotilgan
WB-100576,Avtomobil ushlagichi,Elektronika,1582000,32,4.2,50,985,4.4,10,2026-08-15,1075800,506200,1059663000,0.0508,O'rtacha sotilgan
WB-100577,Masofadan boshqariladigan mashina,Bolalar tovarlari,483000,21,4.1,262,2293,4.7,25,2025-10-04,381600,101400,875008800,0.1143,Top sotilgan (Bestseller)
WB-100578,Yostiq Ortopedik,Uy-ro'zg'or buyumlari,405000,24,4.4,86,920,4.9,0,2025-09-05,307800,97200,283176000,0.0935,Kam sotilgan
WB-100579,USB Type-C kabel Tezkor,Elektronika,1330000,42,4.5,7,757,4.4,0,2026-07-21,771400,558600,583949800,0.0092,Kam sotilgan
WB-100580,Yuz kremi Namlantiruvchi,Go'zallik va parvarish,218000,61,4.4,541,4250,4.4,100,2026-06-22,85000,133000,361250000,0.1273,Top sotilgan (Bestseller)
WB-100581,Idish yuvish geli 1L,Uy-ro'zg'or buyumlari,514000,30,4.1,34,710,4.4,25,2026-04-11,359800,154200,255458000,0.0479,Kam sotilgan
WB-100582,Yumshoq ayiqcha Plush,Bolalar tovarlari,96000,27,4.6,29,660,4.4,100,2026-05-14,70100,25900,46266000,0.0439,Kam sotilgan
WB-100583,Qo'l kremi Mini,Go'zallik va parvarish,449000,21,3.7,157,1306,4.9,50,2026-08-21,354700,94300,463238200,0.1202,O'rtacha sotilgan
WB-100584,Quyoshdan himoya kremi SPF50,Go'zallik va parvarish,75000,38,4.9,164,1939,5.0,100,2026-03-19,46500,28500,90163500,0.0846,Top sotilgan (Bestseller)
WB-100585,Avtomobil ushlagichi,Elektronika,344000,5,5.0,43,557,4.5,100,2026-03-25,326800,17200,182027600,0.0772,Kam sotilgan
WB-100586,Bolalar kolyaskasi Yengil,Bolalar tovarlari,147000,34,4.5,95,1021,4.7,25,2026-06-07,97000,50000,99037000,0.093,O'rtacha sotilgan
WB-100587,Ring Light lampa,Elektronika,308000,48,4.9,172,1959,4.9,0,2026-07-07,160200,147800,313831800,0.0878,Top sotilgan (Bestseller)
WB-100588,Uy shippagi Soft,Kiyim va poyabzal,362000,56,4.6,70,1248,4.7,0,2026-06-10,159300,202700,198806400,0.0561,O'rtacha sotilgan
WB-100589,Smart soat Pro,Elektronika,1188000,67,4.9,93,1715,4.5,500,2026-04-22,392000,796000,672280000,0.0542,Top sotilgan (Bestseller)
WB-100590,Choyshablar to'plami Satina,Uy-ro'zg'or buyumlari,159000,61,4.6,33,1202,4.4,500,2026-05-22,62000,97000,74524000,0.0275,O'rtacha sotilgan
WB-100591,Erkaklar futbolkasi Basic,Kiyim va poyabzal,363000,36,4.6,90,1182,5.0,100,2025-11-16,232300,130700,274578600,0.0761,O'rtacha sotilgan
WB-100592,Yostiq Ortopedik,Uy-ro'zg'or buyumlari,251000,27,4.6,114,1130,4.6,50,2025-10-11,183200,67800,207016000,0.1009,O'rtacha sotilgan
WB-100593,Mexanik klaviatura RGB,Elektronika,1700000,38,4.4,32,881,4.9,100,2026-03-07,1054000,646000,928574000,0.0363,Kam sotilgan
WB-100594,Avtomobil ushlagichi,Elektronika,780000,19,4.5,31,683,5.0,250,2025-10-12,631800,148200,431519400,0.0454,Kam sotilgan
WB-100595,Organayzer javon,Uy-ro'zg'or buyumlari,439000,7,4.7,83,920,4.8,10,2025-12-25,408300,30700,375636000,0.0902,Kam sotilgan
WB-100596,Suv idishi Sport 750ml,Sport va dam olish,65000,49,3.7,116,1536,4.7,50,2026-01-08,33200,31800,50995200,0.0755,Top sotilgan (Bestseller)
WB-100597,Bluetooth karnay Mini,Elektronika,1529000,41,5.0,39,899,4.6,0,2026-03-12,902100,626900,810987900,0.0434,Kam sotilgan
WB-100598,Organayzer javon,Uy-ro'zg'or buyumlari,662000,39,4.9,194,2191,4.5,500,2026-08-19,403800,258200,884725800,0.0885,Top sotilgan (Bestseller)
WB-100599,Sakrash arqoni Metall simli,Sport va dam olish,168000,47,4.4,294,2020,4.4,0,2025-08-26,89000,79000,179780000,0.1455,Top sotilgan (Bestseller)
WB-100600,Bolalar futbolkasi Paxta,Bolalar tovarlari,468000,9,4.4,125,852,4.7,250,2026-04-06,425900,42100,362866800,0.1467,Kam sotilgan
WB-100601,Masofadan boshqariladigan mashina,Bolalar tovarlari,244000,46,5.0,143,1262,4.7,50,2025-08-26,131800,112200,166331600,0.1133,O'rtacha sotilgan
WB-100602,Bluetooth karnay Mini,Elektronika,409000,43,4.1,198,1671,4.5,0,2026-01-12,233100,175900,389510100,0.1185,Top sotilgan (Bestseller)
WB-100603,Yuz kremi Namlantiruvchi,Go'zallik va parvarish,108000,41,4.2,244,2163,4.6,250,2026-06-07,63700,44300,137783100,0.1128,Top sotilgan (Bestseller)
WB-100604,Paypoqlar to'plami (5 juft),Kiyim va poyabzal,174000,45,4.6,101,1196,4.5,10,2026-08-04,95700,78300,114457200,0.0844,O'rtacha sotilgan
WB-100605,Idish yuvish geli 1L,Uy-ro'zg'or buyumlari,212000,19,4.4,333,2586,4.6,25,2026-03-31,171700,40300,444016200,0.1288,Top sotilgan (Bestseller)
WB-100606,Sviter Casual,Kiyim va poyabzal,494000,18,5.0,258,1626,4.9,50,2026-01-30,405100,88900,658692600,0.1587,Top sotilgan (Bestseller)
WB-100607,Paypoqlar to'plami (5 juft),Kiyim va poyabzal,779000,45,4.5,140,1874,4.5,25,2026-01-28,428500,350500,803009000,0.0747,Top sotilgan (Bestseller)
WB-100608,Uy shippagi Soft,Kiyim va poyabzal,779000,17,4.2,48,655,4.7,25,2025-09-18,646600,132400,423523000,0.0733,Kam sotilgan
WB-100609,Ayollar ko'ylagi Vintage,Kiyim va poyabzal,750000,16,4.1,117,1126,4.6,0,2026-03-03,630000,120000,709380000,0.1039,O'rtacha sotilgan
WB-100610,Krossovka Sport Run,Kiyim va poyabzal,115000,36,4.4,113,1278,4.7,0,2026-01-19,73600,41400,94060800,0.0884,O'rtacha sotilgan
WB-100611,Qo'l kremi Mini,Go'zallik va parvarish,124000,17,4.2,1,438,4.1,100,2025-10-12,102900,21100,45070200,0.0023,Kam sotilgan
WB-100612,Oshxona tarozisi Elektron,Uy-ro'zg'or buyumlari,402000,28,4.4,1,536,4.3,100,2025-10-25,289400,112600,155118400,0.0019,Kam sotilgan
WB-100613,Ring Light lampa,Elektronika,845000,36,5.0,7,669,4.8,500,2026-02-21,540800,304200,361795200,0.0105,Kam sotilgan
WB-100614,Yostiq Ortopedik,Uy-ro'zg'or buyumlari,368000,25,4.3,421,2970,4.5,10,2026-05-08,276000,92000,819720000,0.1418,Top sotilgan (Bestseller)
WB-100615,Klassik kostyum-shim,Kiyim va poyabzal,234000,45,5.0,184,1701,4.3,50,2026-06-25,128700,105300,218918700,0.1082,Top sotilgan (Bestseller)
WB-100616,Tana skrabı Kofe,Go'zallik va parvarish,287000,27,4.6,72,1079,4.6,0,2026-07-15,209500,77500,226050500,0.0667,O'rtacha sotilgan
WB-100617,Yuz zardobi Hyaluron,Go'zallik va parvarish,217000,38,3.9,197,1654,4.9,0,2026-02-23,134500,82500,222463000,0.1191,Top sotilgan (Bestseller)
WB-100618,Lab bo'yog'i Matte,Go'zallik va parvarish,148000,41,4.9,174,1394,4.6,10,2025-12-12,87300,60700,121696200,0.1248,O'rtacha sotilgan
WB-100619,Avtomobil ushlagichi,Elektronika,503000,38,4.7,36,841,4.5,250,2025-10-17,311900,191100,262307900,0.0428,Kam sotilgan
WB-100620,Tana skrabı Kofe,Go'zallik va parvarish,369000,16,3.8,453,4043,4.3,0,2025-10-21,310000,59000,1253330000,0.112,Top sotilgan (Bestseller)
WB-100621,Termos 1L zanglamas,Uy-ro'zg'or buyumlari,413000,30,4.2,67,1034,4.4,100,2025-11-26,289100,123900,298929400,0.0648,O'rtacha sotilgan
WB-100622,Jinsi shim Slim Fit,Kiyim va poyabzal,107000,43,3.8,228,2519,4.5,0,2026-04-19,61000,46000,153659000,0.0905,Top sotilgan (Bestseller)
WB-100623,Uy shippagi Soft,Kiyim va poyabzal,729000,24,4.2,82,955,4.8,250,2026-04-26,554000,175000,529070000,0.0859,O'rtacha sotilgan
WB-100624,Mexanik klaviatura RGB,Elektronika,1178000,40,4.0,27,879,4.7,10,2026-01-25,706800,471200,621277200,0.0307,Kam sotilgan
WB-100625,Klassik kostyum-shim,Kiyim va poyabzal,287000,56,4.8,41,1153,4.7,100,2026-07-06,126300,160700,145623900,0.0356,O'rtacha sotilgan
WB-100626,Bluetooth karnay Mini,Elektronika,1464000,28,4.8,23,671,4.4,0,2026-01-19,1054100,409900,707301100,0.0343,Kam sotilgan
WB-100627,Parfyum Elixir 50ml,Go'zallik va parvarish,419000,39,4.6,4,725,4.8,25,2026-08-06,255600,163400,185310000,0.0055,Kam sotilgan
WB-100628,Lab bo'yog'i Matte,Go'zallik va parvarish,449000,35,3.9,292,1647,5.0,500,2026-03-16,291800,157200,480594600,0.1773,Top sotilgan (Bestseller)
WB-100629,Mikrofibra sochiqlar to'plami,Uy-ro'zg'or buyumlari,370000,9,4.5,19,443,5.0,50,2025-12-19,336700,33300,149158100,0.0429,Kam sotilgan
WB-100630,Oshxona tarozisi Elektron,Uy-ro'zg'or buyumlari,275000,59,4.8,67,1449,4.7,500,2026-06-03,112800,162200,163447200,0.0462,Top sotilgan (Bestseller)
WB-100631,Rivojlantiruvchi taxta Busyboard,Bolalar tovarlari,569000,62,4.5,215,2028,4.8,50,2026-08-10,216200,352800,438453600,0.106,Top sotilgan (Bestseller)
WB-100632,Erkaklar futbolkasi Basic,Kiyim va poyabzal,881000,56,5.0,48,1204,4.4,500,2026-03-10,387600,493400,466670400,0.0399,O'rtacha sotilgan
WB-100633,Avtomobil ushlagichi,Elektronika,745000,21,4.5,392,2977,4.7,250,2026-06-01,588600,156400,1752262200,0.1317,Top sotilgan (Bestseller)
WB-100634,Yuz kremi Namlantiruvchi,Go'zallik va parvarish,104000,69,4.9,40,1251,4.5,0,2026-02-26,32200,71800,40282200,0.032,O'rtacha sotilgan
WB-100635,Plastilin to'plami,Bolalar tovarlari,262000,42,4.5,65,1145,4.9,10,2025-10-27,152000,110000,174040000,0.0568,O'rtacha sotilgan
WB-100636,Bolalar futbolkasi Paxta,Bolalar tovarlari,133000,23,4.4,27,670,4.6,10,2026-04-07,102400,30600,68608000,0.0403,Kam sotilgan
WB-100637,Pampers to'plami XL,Bolalar tovarlari,228000,19,4.3,74,746,4.8,50,2026-02-15,184700,43300,137786200,0.0992,Kam sotilgan
WB-100638,Ring Light lampa,Elektronika,1496000,44,4.2,23,872,4.7,250,2025-11-23,837800,658200,730561600,0.0264,Kam sotilgan
WB-100639,Mikrofibra sochiqlar to'plami,Uy-ro'zg'or buyumlari,203000,43,4.3,118,1332,4.4,250,2025-12-11,115700,87300,154112400,0.0886,O'rtacha sotilgan
WB-100640,Oshxona pichoqlar to'plami,Uy-ro'zg'or buyumlari,747000,41,4.6,174,1575,4.7,100,2025-09-13,440700,306300,694102500,0.1105,Top sotilgan (Bestseller)
WB-100641,Oshxona tarozisi Elektron,Uy-ro'zg'or buyumlari,304000,34,3.8,60,856,5.0,25,2026-07-31,200600,103400,171713600,0.0701,Kam sotilgan
WB-100642,Sviter Casual,Kiyim va poyabzal,645000,31,4.1,76,967,5.0,100,2025-10-12,445000,200000,430315000,0.0786,O'rtacha sotilgan
WB-100643,Yostiq Ortopedik,Uy-ro'zg'or buyumlari,86000,36,4.0,19,740,4.7,250,2026-05-21,55000,31000,40700000,0.0257,Kam sotilgan
WB-100644,Pampers to'plami XL,Bolalar tovarlari,401000,28,3.8,59,828,4.6,500,2026-03-03,288700,112300,239043600,0.0713,Kam sotilgan
WB-100645,Telefon g'ilofi Silikon,Elektronika,424000,38,4.5,1,690,4.5,0,2026-07-28,262900,161100,181401000,0.0014,Kam sotilgan
WB-100646,Smart soat Pro,Elektronika,1483000,25,4.9,117,1430,4.8,10,2025-12-09,1112200,370800,1590446000,0.0818,O'rtacha sotilgan
WB-100647,Klassik kostyum-shim,Kiyim va poyabzal,71000,37,4.7,128,1286,4.5,10,2026-03-20,44700,26300,57484200,0.0995,O'rtacha sotilgan
WB-100648,Yoga mat 6mm,Sport va dam olish,475000,43,3.7,101,1196,4.7,250,2026-08-13,270800,204200,323876800,0.0844,O'rtacha sotilgan
WB-100649,Yostiq Ortopedik,Uy-ro'zg'or buyumlari,269000,14,4.0,45,689,4.6,100,2026-06-17,231300,37700,159365700,0.0653,Kam sotilgan
WB-100650,Choyshablar to'plami Satina,Uy-ro'zg'or buyumlari,453000,45,4.5,114,1617,5.0,500,2025-12-24,249200,203800,402956400,0.0705,Top sotilgan (Bestseller)
WB-100651,USB Type-C kabel Tezkor,Elektronika,427000,19,4.9,32,712,4.6,25,2025-10-29,345900,81100,246280800,0.0449,Kam sotilgan
WB-100652,Choyshablar to'plami Satina,Uy-ro'zg'or buyumlari,600000,11,4.8,166,1124,4.4,10,2026-05-25,534000,66000,600216000,0.1477,O'rtacha sotilgan
WB-100653,Sport sumkasi Suv o'tkazmaydigan,Sport va dam olish,411000,25,4.7,70,790,4.5,10,2025-09-17,308200,102800,243478000,0.0886,Kam sotilgan
WB-100654,Ayollar ko'ylagi Vintage,Kiyim va poyabzal,215000,9,4.3,27,466,4.7,10,2025-12-01,195600,19400,91149600,0.0579,Kam sotilgan
WB-100655,Qishki kurtka Oversize,Kiyim va poyabzal,573000,44,4.5,238,2124,4.5,50,2025-11-15,320900,252100,681591600,0.1121,Top sotilgan (Bestseller)
WB-100656,Qo'l kremi Mini,Go'zallik va parvarish,348000,46,3.9,2,788,4.3,25,2026-06-22,187900,160100,148065200,0.0025,Kam sotilgan
WB-100657,Uy shippagi Soft,Kiyim va poyabzal,494000,21,4.6,111,925,4.8,10,2025-11-27,390300,103700,361027500,0.12,Kam sotilgan
